cno4,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
5831,0.62,0.29,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5832,0.68,0.24,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5833,0.66,0.29,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5840,0.47000000000000003,0.39,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5891,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5892,0.65,0.28,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5893,0.71,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5894,0.62,0.28,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5895,0.71,0.16,0.05,0.03,0.01,0.01,0.01,0.01,0.01,0.0
5899,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5910,0.54,0.38,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5921,0.42,0.47000000000000003,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5922,0.48,0.43,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5923,0.49,0.43,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5931,0.73,0.23,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5932,0.71,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5941,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5942,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5991,0.76,0.2,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5992,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5993,0.58,0.34,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5999,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6110,0.55,0.37,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6120,0.64,0.3,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6201,0.72,0.24,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6202,0.75,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6203,0.69,0.26,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6204,0.57,0.33,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
6205,0.6565656565656566,0.2828282828282828,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
6209,0.63,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6300,0.5,0.39,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
6410,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6421,0.63,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6422,0.76,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6423,0.71,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6430,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7111,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7112,0.84,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7121,0.86,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7122,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7131,0.76,0.2,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7132,0.6,0.33,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7191,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7192,0.8080808080808081,0.1616161616161616,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7193,0.85,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7199,0.86,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7211,0.87,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7212,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7221,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7222,0.77,0.19,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7223,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7231,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7232,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7240,0.84,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7250,0.64,0.28,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7291,0.77,0.2,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7292,0.77,0.19,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7293,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7294,0.6868686868686869,0.2525252525252525,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7295,0.93,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7311,0.92,0.06999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7312,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7313,0.6565656565656566,0.2828282828282828,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7314,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7315,0.8,0.17,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7321,0.8080808080808081,0.1616161616161616,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7322,0.62,0.28,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7323,0.74,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7324,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7401,0.91,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7402,0.61,0.29,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7403,0.71,0.23,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7404,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7405,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7510,0.6,0.32,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7521,0.67,0.25,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7522,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7531,0.55,0.32,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
7532,0.59,0.31,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7533,0.33,0.41000000000000003,0.19,0.06,0.01,0.0,0.0,0.0,0.0,0.0
7611,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7612,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7613,0.63,0.28,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7614,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7615,0.82,0.14,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7616,0.52,0.33,0.11,0.03,0.01,0.0,0.0,0.0,0.0,0.0
7617,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7618,0.87,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7619,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7621,0.38,0.23,0.15,0.1,0.05,0.03,0.03,0.02,0.01,0.0
7622,0.68,0.25,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7623,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7701,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7702,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7703,0.78,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7704,0.78,0.16,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7705,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7706,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7707,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7708,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7709,0.76,0.18000000000000002,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7811,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7812,0.72,0.23,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7820,0.6868686868686869,0.2525252525252525,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7831,0.72,0.22,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7832,0.59,0.2,0.09,0.05,0.02,0.01,0.02,0.01,0.01,0.0
7833,0.84,0.12,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7834,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7835,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7836,0.9,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7837,0.85,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7891,0.88,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7892,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7893,0.62,0.27,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
7894,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
7899,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8111,0.8181818181818181,0.1616161616161616,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8112,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8113,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8114,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8121,0.6868686868686869,0.23232323232323232,0.0606060606060606,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
8122,0.79,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8131,0.53,0.34,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
8132,0.7,0.22,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
8133,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
8141,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8142,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8143,0.92,0.06999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8144,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8145,0.63,0.27,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
8151,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8152,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8153,0.9,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8154,0.74,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
8155,0.92,0.06999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8156,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8159,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8160,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8170,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8191,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8192,0.73,0.22,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8193,0.9,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8199,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8201,0.74,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8202,0.71,0.23,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8209,0.83,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8312,0.85,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8321,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8322,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8331,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8332,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8333,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8340,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411,0.54,0.35,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
8412,0.58,0.33,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
8420,0.83,0.13,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8431,0.5800000000000001,0.35000000000000003,0.060000000000000005,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
8432,0.5700000000000001,0.36,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8440,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
9100,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
9210,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9221,0.91,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
9222,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9223,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9229,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9310,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9320,0.9,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9410,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9420,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9431,0.9,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9432,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9433,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
9434,0.66,0.25,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
9441,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9442,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9443,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9490,0.77,0.18000000000000002,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
9511,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9512,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9520,0.89,0.09999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9530,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9541,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9542,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9543,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9601,0.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9602,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9603,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9700,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9811,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9812,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9820,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
