occ_code,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
29-1181,0.4,0.35,0.17,0.07,0.01,0.0,0.0,0.0,0.0,0.0
29-1211,0.56,0.29,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0
29-1213,0.25,0.36,0.23,0.11,0.03,0.01,0.01,0.0,0.0,0.0
29-1215,0.13,0.19,0.26,0.22,0.11,0.05,0.03,0.01,0.0,0.0
29-1216,0.12,0.17,0.25,0.23,0.12,0.06,0.04,0.01,0.0,0.0
29-1217,0.20202020202020202,0.29292929292929293,0.2424242424242424,0.1717171717171717,0.0606060606060606,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0
29-1218,0.31,0.42,0.18,0.08,0.01,0.0,0.0,0.0,0.0,0.0
29-1221,0.27,0.35,0.22,0.11,0.03,0.01,0.01,0.0,0.0,0.0
29-1222,0.34,0.29,0.18,0.1,0.04,0.02,0.02,0.01,0.0,0.0
29-1223,0.22999999999999998,0.23,0.19,0.16,0.08,0.04,0.04,0.02,0.01,0.0
29-1224,0.32,0.28,0.17,0.12,0.05,0.02,0.03,0.01,0.0,0.0
29-1229,0.22,0.31,0.21,0.14,0.06,0.03,0.02,0.01,0.0,0.0
29-1241,0.36,0.4,0.17,0.06,0.01,0.0,0.0,0.0,0.0,0.0
29-1242,0.4,0.45,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-1243,0.5,0.39,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
29-1291,0.5700000000000001,0.31,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-1292,0.46,0.35,0.14,0.04,0.01,0.0,0.0,0.0,0.0,0.0
29-1299,0.29,0.27,0.2,0.14,0.05,0.02,0.02,0.01,0.0,0.0
29-2031,0.53,0.31,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0
29-2032,0.54,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2033,0.54,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2034,0.49,0.32,0.13,0.05,0.01,0.0,0.0,0.0,0.0,0.0
29-2035,0.49,0.38,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2042,0.64,0.27,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
29-2043,0.59,0.31,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
29-2051,0.34,0.32,0.21,0.1,0.02,0.01,0.0,0.0,0.0,0.0
29-2052,0.53,0.26,0.11,0.06,0.02,0.01,0.01,0.0,0.0,0.0
29-2053,0.5,0.36,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2055,0.84,0.12,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
29-2056,0.54,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2057,0.61,0.25,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0
29-2061,0.4,0.41000000000000003,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0
29-2072,0.14,0.1,0.12,0.14,0.11,0.09,0.15,0.1,0.04,0.01
29-2081,0.63,0.26,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-2091,0.53,0.31,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0
29-2092,0.62,0.26,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
29-2099,0.40404040404040403,0.3333333333333333,0.1717171717171717,0.0808080808080808,0.0101010101010101,0.0,0.0,0.0,0.0,0.0
29-9021,0.1,0.09,0.15,0.2,0.15,0.12,0.12,0.06,0.01,0.0
29-9091,0.53,0.33,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0
29-9092,0.31,0.27,0.17,0.13,0.05,0.03,0.03,0.01,0.0,0.0
29-9093,0.8080808080808081,0.1414141414141414,0.0404040404040404,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
29-9099,0.29,0.27999999999999997,0.2,0.14,0.05,0.02,0.01,0.01,0.0,0.0
31-1131,0.64,0.28,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0
31-1132,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-1133,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
31-2011,0.39,0.38,0.17,0.05,0.01,0.0,0.0,0.0,0.0,0.0
31-2012,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
31-2021,0.45,0.4,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0
31-2022,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-9011,0.7,0.24,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
31-9091,0.27,0.39,0.22,0.09,0.02,0.01,0.0,0.0,0.0,0.0
31-9092,0.14,0.22,0.27,0.21,0.09,0.04,0.02,0.01,0.0,0.0
31-9093,0.77,0.18000000000000002,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
31-9094,0.24000000000000002,0.09,0.07,0.09,0.06,0.06,0.11,0.13,0.11,0.04
31-9095,0.51,0.25,0.12,0.06,0.02,0.01,0.02,0.01,0.0,0.0
31-9096,0.65,0.27,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
31-9097,0.76,0.17,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
31-9099,0.5700000000000001,0.3,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0
33-1011,0.66,0.26,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
33-1012,0.44,0.34,0.15,0.06,0.01,0.0,0.0,0.0,0.0,0.0
33-1021,0.5656565656565656,0.3434343434343434,0.0707070707070707,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
33-2011,0.66,0.28,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-2021,0.41,0.36,0.16,0.06,0.01,0.0,0.0,0.0,0.0,0.0
33-2022,0.54,0.33,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
33-3011,0.87,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-3012,0.66,0.28,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-3021,0.22,0.33,0.25,0.14,0.04,0.01,0.01,0.0,0.0,0.0
33-3031,0.59,0.34,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-3041,0.84,0.12,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-3051,0.52,0.37,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0
33-3052,0.62,0.3,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
33-9011,0.76,0.2,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-9021,0.19,0.27,0.25,0.16,0.07,0.03,0.02,0.01,0.0,0.0
33-9031,0.65,0.26,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
33-9032,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-9091,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-9092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-9093,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
33-9099,0.63,0.26,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0
35-1011,0.89,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01
35-1012,0.64,0.27,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0
35-2011,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-2012,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-2013,0.95,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35-2014,0.91,0.060000000000000005,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35-2015,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-2021,0.92,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35-3011,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
35-3023,0.78,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35-3031,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35-3041,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-9011,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-9021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-9031,0.8181818181818181,0.1414141414141414,0.0303030303030303,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
37-1011,0.58,0.32,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
37-1012,0.5,0.37,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0
37-2011,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-2012,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-2021,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
37-3011,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-3012,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
37-3013,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-1013,0.63,0.26,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
39-1014,0.46,0.33,0.14,0.06,0.01,0.0,0.0,0.0,0.0,0.0
39-1022,0.5,0.3,0.13,0.06,0.01,0.0,0.0,0.0,0.0,0.0
39-2011,0.87,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-2021,0.74,0.22,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-3011,0.93,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-3012,0.7,0.18,0.06,0.03,0.01,0.0,0.01,0.01,0.0,0.0
39-3021,0.93,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-3031,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-3091,0.75,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-3092,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-3093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-4011,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-4021,0.91,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-4031,0.51,0.28,0.12,0.06,0.02,0.01,0.0,0.0,0.0,0.0
39-5011,0.91,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-5012,0.76,0.18,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-5091,0.85,0.11,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-5092,0.91,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-5093,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-5094,0.71,0.22,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
39-6011,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39-6012,0.4,0.3,0.17,0.08,0.03,0.01,0.01,0.0,0.0,0.0
39-9011,0.83,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
39-9031,0.63,0.28,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
39-9032,0.49,0.35,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0
39-9041,0.42,0.38,0.15,0.04,0.01,0.0,0.0,0.0,0.0,0.0
41-1011,0.21,0.31,0.24,0.15,0.06,0.02,0.01,0.0,0.0,0.0
41-1012,0.12,0.21,0.26,0.22,0.1,0.05,0.03,0.01,0.0,0.0
41-2011,0.75,0.18000000000000002,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
41-2012,0.89,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
41-2021,0.58,0.24,0.1,0.05,0.01,0.01,0.01,0.0,0.0,0.0
41-2022,0.45,0.29,0.14,0.07,0.02,0.01,0.01,0.01,0.0,0.0
41-2031,0.51,0.36,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
41-3011,0.25,0.29,0.2,0.14,0.06,0.02,0.02,0.01,0.01,0.0
41-3021,0.24,0.29000000000000004,0.21,0.14,0.06,0.03,0.02,0.01,0.0,0.0
41-3031,0.16,0.2,0.2,0.17,0.11,0.06,0.06,0.03,0.01,0.0
41-3041,0.14,0.1,0.15,0.2,0.14,0.09,0.1,0.06,0.02,0.0
41-4011,0.15,0.28,0.26,0.18,0.07,0.03,0.02,0.01,0.0,0.0
41-4012,0.21,0.36,0.25,0.13,0.03,0.01,0.01,0.0,0.0,0.0
41-9011,0.78,0.17,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
41-9012,0.84,0.12,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
41-9021,0.16,0.22,0.25,0.2,0.09,0.04,0.03,0.01,0.0,0.0
41-9022,0.18,0.3,0.26,0.16,0.06,0.02,0.01,0.01,0.0,0.0
41-9031,0.1,0.16,0.22,0.23,0.14,0.07,0.06,0.02,0.0,0.0
41-9041,0.37,0.15,0.1,0.09,0.05,0.04,0.06,0.07,0.05,0.02
41-9091,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43-1011,0.12,0.18,0.24000000000000002,0.21,0.12,0.06,0.05,0.02,0.0,0.0
43-2011,0.59,0.15,0.08,0.05,0.02,0.02,0.03,0.03,0.02,0.01
43-2021,0.63,0.11,0.05,0.04,0.02,0.02,0.04,0.04,0.03,0.02
43-3011,0.24000000000000002,0.22,0.19,0.14,0.07,0.05,0.05,0.03,0.01,0.0
43-3021,0.14,0.09,0.11,0.13,0.1,0.09,0.23,0.07,0.03,0.01
43-3031,0.09,0.08,0.11,0.14,0.12,0.11,0.21,0.1,0.03,0.01
43-3041,0.64,0.19,0.07,0.04,0.02,0.01,0.02,0.01,0.0,0.0
43-3051,0.24,0.12,0.11,0.11,0.08,0.07,0.14,0.08,0.04,0.01
43-3061,0.19,0.13999999999999999,0.13,0.14,0.08,0.07,0.15,0.06,0.03,0.01
43-3071,0.5,0.27,0.12,0.06,0.02,0.01,0.01,0.01,0.0,0.0
43-4011,0.34,0.18,0.1,0.09,0.05,0.04,0.08,0.07,0.03,0.02
43-4021,0.13,0.07,0.09,0.12,0.1,0.09,0.14,0.15,0.1,0.01
43-4031,0.18,0.15,0.18,0.17,0.11,0.08,0.09,0.03,0.01,0.0
43-4041,0.23,0.13,0.13,0.14,0.08,0.07,0.1,0.08,0.03,0.01
43-4051,0.13,0.09,0.14,0.17,0.12,0.09,0.12,0.09,0.04,0.01
43-4061,0.29,0.21,0.17,0.14,0.07,0.05,0.04,0.02,0.01,0.0
43-4071,0.35,0.19,0.11,0.09,0.05,0.05,0.1,0.04,0.01,0.01
43-4081,0.43,0.24,0.13,0.08,0.04,0.03,0.03,0.01,0.01,0.0
43-4111,0.31,0.19,0.13,0.12,0.06,0.05,0.08,0.04,0.01,0.01
43-4121,0.39,0.3,0.16,0.08,0.03,0.01,0.02,0.01,0.0,0.0
43-4131,0.17,0.13,0.17,0.18,0.12,0.08,0.1,0.04,0.01,0.0
43-4141,0.36,0.24,0.15,0.1,0.04,0.03,0.04,0.03,0.01,0.0
43-4151,0.19,0.14,0.16,0.16,0.09,0.08,0.13,0.04,0.01,0.0
43-4161,0.18,0.14,0.14,0.15,0.09,0.08,0.14,0.05,0.02,0.01
43-4171,0.32,0.27,0.16,0.11,0.05,0.03,0.03,0.02,0.01,0.0
43-4181,0.28,0.19,0.15,0.13,0.07,0.05,0.07,0.04,0.01,0.01
43-5011,0.27,0.25,0.21,0.14,0.06,0.03,0.03,0.01,0.0,0.0
43-5021,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
43-5031,0.51,0.26,0.11,0.06,0.02,0.01,0.01,0.01,0.01,0.0
43-5032,0.29,0.23,0.19,0.14,0.06,0.03,0.03,0.02,0.01,0.0
43-5041,0.8,0.12,0.03,0.02,0.01,0.0,0.01,0.0,0.0,0.01
43-5051,0.66,0.22,0.07,0.03,0.01,0.0,0.01,0.0,0.0,0.0
43-5052,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43-5053,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
43-5061,0.2,0.14,0.16,0.19,0.11,0.07,0.08,0.04,0.01,0.0
43-5071,0.29,0.29,0.2,0.12,0.04,0.02,0.03,0.01,0.0,0.0
43-5111,0.31,0.22,0.15,0.11,0.06,0.04,0.08,0.02,0.01,0.0
43-6011,0.04,0.05,0.11,0.2,0.18,0.14,0.17,0.09,0.02,0.0
43-6012,0.07,0.06,0.11,0.18000000000000002,0.16,0.13,0.16,0.1,0.03,0.0
43-6013,0.1,0.11,0.15,0.17,0.14,0.1,0.14,0.07,0.02,0.0
43-6014,0.09,0.1,0.15,0.18,0.15,0.12,0.12,0.07,0.02,0.0
43-9021,0.09,0.01,0.01,0.01,0.01,0.02,0.81,0.01,0.02,0.01
43-9022,0.13,0.08,0.09,0.11,0.09,0.1,0.26,0.09,0.04,0.01
43-9031,0.33,0.21,0.13,0.11,0.06,0.04,0.06,0.04,0.01,0.01
43-9041,0.13,0.08,0.1,0.12,0.12,0.11,0.21,0.09,0.03,0.01
43-9051,0.6868686868686869,0.1919191919191919,0.0707070707070707,0.0303030303030303,0.0101010101010101,0.0,0.0101010101010101,0.0,0.0,0.0
43-9061,0.09,0.09,0.15,0.19,0.16,0.13,0.14,0.04,0.01,0.0
43-9071,0.76,0.17,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0
43-9081,0.2,0.12,0.11,0.13,0.07,0.06,0.09,0.11,0.09,0.02
43-9111,0.13,0.09,0.13,0.15,0.12,0.1,0.13999999999999999,0.1,0.03,0.01
45-1011,0.61,0.3,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
45-2011,0.61,0.29,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
45-2021,0.66,0.25,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
45-2041,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-2091,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-2092,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-2093,0.85,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-4011,0.87,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-4021,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-4022,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-4023,0.84,0.12,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-1011,0.53,0.34,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
47-2011,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2021,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2022,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2031,0.73,0.22,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2041,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2042,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2043,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2044,0.88,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2051,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2053,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2061,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2071,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2072,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2073,0.83,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2081,0.88,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2082,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2111,0.58,0.33,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2121,0.84,0.13,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2131,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2132,0.9,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2141,0.89,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2142,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2151,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2152,0.68,0.25,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2161,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2171,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2181,0.89,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2211,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-2221,0.87,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2231,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-3011,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-3012,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-3013,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-3014,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-3015,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-3016,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-4011,0.51,0.32,0.12,0.04,0.01,0.0,0.0,0.0,0.0,0.0
47-4021,0.79,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-4031,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-4041,0.7,0.25,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-4051,0.9,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-4061,0.89,0.09999999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-4071,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5011,0.86,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-5012,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-5013,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-5022,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5023,0.87,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5032,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
47-5041,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5043,0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5044,0.93,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5051,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5071,0.9393939393939393,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-5081,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-1011,0.58,0.31,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
49-2011,0.5,0.34,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0
49-2021,0.65,0.28,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2022,0.64,0.29,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2091,0.58,0.31,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
49-2092,0.76,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2093,0.7,0.25,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2094,0.58,0.3,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0
49-2095,0.73,0.21,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2096,0.65,0.26,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-2097,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-2098,0.5757575757575758,0.3131313131313131,0.0909090909090909,0.0202020202020202,0.0,0.0,0.0,0.0,0.0,0.0
49-3011,0.66,0.26,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-3021,0.82,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3022,0.88,0.09,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3023,0.6,0.28,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
49-3031,0.65,0.29,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3041,0.7,0.24,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3042,0.6868686868686869,0.2525252525252525,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-3043,0.81,0.15,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3051,0.8181818181818181,0.1515151515151515,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-3052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-3053,0.77,0.19,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3091,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-3092,0.71,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-3093,0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49-9011,0.8181818181818181,0.1515151515151515,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-9012,0.78,0.18,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
49-9021,0.6767676767676767,0.2626262626262626,0.050505050505050504,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-9031,0.72,0.22,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-9041,0.67,0.25,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
49-9043,0.8282828282828283,0.1414141414141414,0.0202020202020202,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
49-9044,0.8,0.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
