cno4,exposure_nearest,exposure_weighted,observed_exposure_jev_nearest,observed_exposure_jev_weighted,observed_exposure_jev_direct,bls_ai_category_code,frs_lm_percentile
5722,0.0122,0.0122,0.0122,0.0118522929292929,0.0222222222222222,2.0,0.4966216216216216
5811,0.0304,0.007952685443072,0.0304,0.029792,0.04,2.0,0.3918918918918919
5812,0.0,0.0,0.0304,0.015504,0.0444444444444444,2.0,0.5382882882882883
5821,0.1169,0.0716335880586365,0.0913,0.0831532019181716,0.0355555555555555,3.0,0.5101351351351351
5822,0.1169,0.0,0.1169,0.1044012069696969,0.0311111111111111,3.0,0.5101351351351351
5823,0.4054,0.4054,0.0,0.1849595357575757,0.1,4.0,0.8772522522522522
5824,0.0476,0.0476,0.1169,0.1336621916131007,0.1177777777777777,3.0,0.5968468468468469
5825,0.4054,0.4054,0.0,0.0920756288888889,0.0877777777777777,4.0,0.8772522522522522
5831,0.0436,0.0435999999999999,0.0436,0.0471685404040404,0.0544444444444444,3.0,0.4594594594594595
5832,0.0,0.0,0.067,0.0835200099999999,0.0466666666666666,1.0,0.23423423423423423
5833,0.1875,0.067,0.0,0.0038538699999999,0.0444444444444444,4.0,0.8051801801801802
5840,0.1215,0.1215,0.1875,0.0819236361616161,0.0777777777777777,3.0,0.6531531531531531
5891,0.1875,0.0,0.1875,0.134910101010101,0.02,4.0,0.8051801801801802
5892,0.0,0.0024391715996985,0.0,0.0157941564646464,0.0477777777777777,1.0,0.3761261261261261
5893,0.0,0.0,0.0,0.0046764304040404,0.0388888888888888,2.0,0.42792792792792794
5894,0.1563,0.1563,0.1563,0.112520975050505,0.0555555555555555,4.0,0.6418918918918919
5895,0.3849,0.3849,0.1875,0.077266807060504,0.0722222222222222,4.0,0.793918918918919
5899,0.0407,0.1244,0.0,0.056806206060606,0.0022222222222222,3.0,
5910,0.0,0.0,0.1234,0.1234,0.0611111111111111,2.0,0.44594594594594594
5921,0.1234,0.1234,0.1234,0.1234,0.0788888888888888,3.0,0.38288288288288286
5922,0.1234,0.1234,0.1234,0.1234,0.0688888888888888,3.0,0.38288288288288286
5923,0.1234,0.1234,0.1234,0.1234,0.0666666666666666,3.0,0.38288288288288286
5931,0.0,0.0,0.0,0.0,0.0355555555555555,1.0,0.08558558558558559
5932,0.0,0.0,0.0,0.0,0.0388888888888888,2.0,0.46396396396396394
5941,0.0,0.0,0.0,0.00361,0.0288888888888888,2.0,0.44594594594594594
5942,0.0,0.0,0.0,0.0,0.0333333333333333,2.0,0.44594594594594594
5991,0.0,0.0,0.0,0.0,0.0322222222222222,2.0,0.3716216216216216
5992,0.0,0.0,0.0,0.00097354,0.0022222222222222,1.0,0.47072072072072074
5993,0.0,0.0,0.0,0.0,0.0566666666666666,1.0,0.25675675675675674
5999,0.0571,0.0571,0.0571,0.0329409699999999,0.02,2.0,0.5518018018018018
6110,0.0203,0.0203,0.0203,0.017661,0.06,1.0,0.037162162162162164
6120,0.0203,0.0203,0.0203,0.018968283030303,0.0477777777777777,1.0,0.037162162162162164
6201,0.0,0.0,0.0,0.0,0.0366666666666666,2.0,0.17905405405405406
6202,0.0,0.0,0.0,0.0,0.0322222222222222,2.0,0.17905405405405406
6203,0.0,0.0,0.0,0.0,0.0411111111111111,2.0,0.17905405405405406
6204,0.0,0.0,0.0,0.0,0.0611111111111111,2.0,0.17905405405405406
6205,0.0,0.0,0.0,0.0,0.0460157126823793,2.0,0.17905405405405406
6209,0.0,0.0,0.0,0.0,0.0488888888888888,2.0,0.17905405405405406
6300,0.0,0.0,0.0,0.0020097,0.07,2.0,0.17905405405405406
6410,0.0,0.0,0.0,0.0002947474747474,0.0344444444444444,1.0,0.25675675675675674
6421,0.0,0.0,0.0,0.0,0.0488888888888888,2.0,0.17905405405405406
6422,0.0,0.0,0.0,0.000203,0.0288888888888888,1.0,0.4222972972972973
6423,0.0,0.0,0.0,0.0,0.0388888888888888,2.0,0.3344594594594595
6430,0.0,0.0,0.0,0.00024031,0.0077777777777777,2.0,0.24211711711711711
7111,0.0,0.0,0.0,0.0,0.0111111111111111,1.0,0.0022522522522522522
7112,0.0,0.0,0.0491,0.0472210199999999,0.02,2.0,0.03153153153153153
7121,0.0,0.0,0.0,0.0,0.0177777777777777,1.0,0.02702702702702703
7122,0.0,0.0,0.0,0.0004040999999999,0.0277777777777777,1.0,0.0045045045045045045
7131,0.0,0.0,0.0,0.0,0.0322222222222222,1.0,0.11373873873873874
7132,0.0,0.0,0.0,0.0010051909090909,0.0533333333333333,1.0,0.11373873873873874
7191,0.0,0.0,0.0,7.046464646464647e-05,0.02,1.0,0.20045045045045046
7192,0.0,0.0,0.0,0.00076202,0.0258136924803591,1.0,0.11373873873873874
7193,0.0,0.0,0.0157,0.0142309481818181,0.0188888888888888,1.0,0.02252252252252252
7199,0.0,0.0,0.0,0.0019522699999999,0.0177777777777777,1.0,0.11373873873873874
7211,0.0,0.0,0.0,4.1010101010101015e-05,0.0166666666666666,1.0,0.007882882882882882
7212,0.0,0.0,0.0,3.045e-05,0.0088888888888888,1.0,0.007882882882882882
7221,0.0116,0.0042532854156565,0.0,0.008778808080808,0.03,2.0,0.14301801801801803
7222,0.0,0.0,0.0191,0.0106892,0.0311111111111111,2.0,0.34234234234234234
7223,0.0116,0.0,0.0,0.0018847911111111,0.03,2.0,0.14301801801801803
7231,0.0,0.0,0.0,0.00010398,0.0288888888888888,1.0,0.057432432432432436
7232,0.0,0.0,0.0,0.0,0.0166666666666666,1.0,0.057432432432432436
7240,0.0,0.0,0.0,6.151515151515152e-05,0.02,1.0,0.21621621621621623
7250,0.0191,0.0111193321419979,0.0191,0.0187768,0.05,2.0,0.3063063063063063
7291,0.0157,0.0083186317710264,0.0157,0.0155449099999999,0.03,1.0,0.015765765765765764
7292,0.0439,0.0220758227544621,0.0,0.0060742,0.0311111111111111,2.0,0.19594594594594594
7293,0.0,0.0,0.0,0.0,0.0288888888888888,1.0,0.09684684684684684
7294,0.0,0.0,0.0,0.0042987878787878,0.0426487093153759,2.0,0.22522522522522523
7295,0.0,0.0,0.0,0.0008263999999999,0.0111111111111111,1.0,0.16216216216216217
7311,0.0,0.0,0.0,3.6898989898989904e-05,0.01,1.0,0.1554054054054054
7312,0.0,0.0,0.0,0.0015559756147331,0.0244444444444444,1.0,0.08108108108108109
7313,0.0,0.0,0.0,0.0012618532323232,0.0460157126823793,1.0,0.11936936936936937
7314,0.0,0.0169768720317621,0.0491,0.0451743899999999,0.0333333333333333,1.0,0.1981981981981982
7315,0.0,0.0,0.0,0.0025930404040404,0.0266666666666666,1.0,0.14752252252252251
7321,0.0,0.0,0.0,0.0004634424242424,0.0258136924803591,1.0,0.3153153153153153
7322,0.0,0.0,0.0,0.0007180202020202,0.0555555555555555,2.0,0.36936936936936937
7323,0.0,0.0140571954142531,0.0,0.00634473,0.0366666666666666,2.0,0.31981981981981983
7324,0.0,0.0,0.0,0.0001965848484848,0.0188888888888888,1.0,0.15765765765765766
7401,0.0,0.0,0.0,3.96969696969697e-06,0.0133333333333333,2.0,0.22972972972972974
7402,0.0,0.0,0.0,0.0005027664646464,0.0566666666666666,1.0,0.32995495495495497
7403,0.0,0.0081929009414029,0.0239,0.013458049090909,0.04,2.0,0.12612612612612611
7404,0.0,0.0,0.0,0.0002446299999999,0.0288888888888888,2.0,0.30180180180180183
7405,0.0,0.0,0.0,0.0,0.0088888888888888,2.0,0.32657657657657657
7510,0.0,0.0,0.0,0.0033731599999999,0.0544444444444444,2.0,0.2894144144144144
7521,0.0,0.0,0.0,0.000717,0.0477777777777777,2.0,0.35923423423423423
7522,0.0,0.0,0.0,0.0,0.0288888888888888,1.0,0.14752252252252251
7531,0.0,0.0184651685695192,0.1067,0.0603555555555555,0.0677777777777777,2.0,0.35923423423423423
7532,0.0,0.0,0.0,0.0009176799999999,0.0588888888888888,2.0,0.42567567567567566
7533,0.0,0.0151927001250897,0.0333,0.03224226,0.1122222222222222,2.0,0.20608108108108109
7611,0.0,0.0186183361395971,0.0,0.0015627618181818,0.0344444444444444,2.0,0.38963963963963966
7612,0.0,0.0,0.0,0.0011824343434343,0.0188888888888888,1.0,0.4009009009009009
7613,0.0,0.0,0.0,0.00592663,0.0533333333333333,2.0,0.38738738738738737
7614,0.0,0.0,0.0,0.000539,0.0244444444444444,1.0,0.12162162162162163
7615,0.0,0.0,0.0,0.00151041,0.0255555555555555,1.0,0.09684684684684684
7616,0.0,0.0,0.3672,0.17934399,0.0755555555555555,1.0,0.26126126126126126
7617,0.0539,0.0539,0.0,0.004312,0.0144444444444444,3.0,0.28265765765765766
7618,0.0539,0.0539,0.0,0.0174260448484848,0.0155555555555555,3.0,0.28265765765765766
7619,0.0539,0.0539,0.0,0.001100707070707,0.0144444444444444,3.0,0.28265765765765766
7621,0.1018,0.2595899969748263,0.1018,0.19386964,0.1755555555555555,3.0,0.5563063063063063
7622,0.0,0.0,0.0,0.0,0.0444444444444444,2.0,0.32207207207207206
7623,0.0,0.0,0.0,0.0,0.0258136924803591,1.0,0.2972972972972973
7701,0.0,0.0,0.0,6.795959595959595e-05,0.0222222222222222,1.0,0.018018018018018018
7702,0.0,0.0,0.0,0.0030424622222222,0.0211111111111111,2.0,0.24211711711711711
7703,0.0,0.0,0.0,0.0020395199999999,0.0311111111111111,2.0,0.4346846846846847
7704,0.0,0.0,0.0,0.00013931,0.0322222222222222,2.0,0.44144144144144143
7705,0.0,0.0,0.0,0.0001157246464646,0.0078563411896745,1.0,0.26576576576576577
7706,0.0,0.0,0.0,2.3879999999999995e-05,0.0244444444444444,2.0,0.45045045045045046
7707,0.0,0.0,0.0,1.16e-06,0.03,1.0,0.13963963963963963
7708,0.0,0.0,0.0,0.0019484848484848,0.0078563411896745,1.0,0.33896396396396394
7709,0.0,0.0,0.0324,0.04154014,0.0344444444444444,1.0,0.22747747747747749
7811,0.0,0.0,0.0,4.06e-06,0.0266666666666666,1.0,0.12950450450450451
7812,0.0,0.0,0.0,0.000215,0.0377777777777777,1.0,0.12950450450450451
7820,0.0,0.0,0.0,0.0,0.0426487093153759,1.0,0.06981981981981981
7831,0.0342,0.0342,0.0342,0.0340107161616161,0.0388888888888888,2.0,0.3952702702702703
7832,0.0,0.0140555485863288,0.0568,0.03713268,0.1033333333333333,2.0,0.46621621621621623
7833,0.0152,0.0,0.0,0.005223,0.0233333333333333,2.0,0.15090090090090091
7834,0.0342,0.0,0.0,0.0071437463636363,0.0111111111111111,2.0,0.3952702702702703
7835,0.0,0.0,0.0,0.0001233636363636,0.03,1.0,0.04504504504504504
7836,0.0,0.0,0.0,0.0012787878787878,0.0133333333333333,1.0,0.2511261261261261
7837,0.0,0.0,0.0,0.0005323045454545,0.0188888888888888,1.0,0.2511261261261261
7891,0.0,0.0,0.0,0.00431868,0.0155555555555555,1.0,0.19369369369369369
7892,0.0,0.0,0.0,3.005050505050505e-05,0.0244444444444444,1.0,
7893,0.0324,0.0324,0.0324,0.0333756996969696,0.0566666666666666,2.0,0.5022522522522522
7894,0.0,0.0228765052389715,0.0203,0.01784546,0.0258136924803591,1.0,0.268018018018018
7899,0.0539,0.0539,0.0,8.992e-05,0.0078563411896745,3.0,0.28265765765765766
8111,0.0,0.0,0.0,0.0013017777777777,0.0224466891133557,1.0,0.061936936936936936
8112,0.0,0.0425,0.0425,0.0242060202020201,0.0288888888888888,1.0,0.061936936936936936
8113,0.0,0.0,0.0,0.0005314705050505,0.0344444444444444,1.0,
8114,0.0,0.0,0.0,4.257575757575758e-05,0.0288888888888888,1.0,0.07882882882882883
8121,0.0,0.0,0.0,0.0020739696969696,0.0460157126823793,1.0,0.07545045045045046
8122,0.0,0.0,0.0,0.0,0.03,1.0,0.32432432432432434
8131,0.0,0.0112788100782629,0.0,0.0,0.07,1.0,0.4144144144144144
8132,0.0,0.0,0.0,0.0,0.0444444444444444,1.0,0.2635135135135135
8133,0.0108,0.0059891496618481,0.0108,0.0158542727272727,0.0258136924803591,2.0,0.43243243243243246
8141,0.0,0.0,0.0,0.0,0.0188888888888888,1.0,0.02927927927927928
8142,0.0,0.0,0.0,0.0,0.0233333333333333,2.0,0.07207207207207207
8143,0.0,0.0106984845394086,0.0,0.0,0.01,1.0,0.2759009009009009
8144,0.0,0.0,0.0,0.000393,0.0266666666666666,1.0,0.10135135135135136
8145,0.0,0.0,0.0,0.0002131313131313,0.0544444444444444,1.0,0.2759009009009009
8151,0.0,0.0,0.0,0.0,0.0078563411896745,1.0,0.04279279279279279
8152,0.032,0.0238771431710024,0.032,0.032,0.0166666666666666,2.0,0.13626126126126126
8153,0.0,0.0,0.0,0.0,0.0155555555555555,1.0,0.08783783783783784
8154,0.0211,0.0211,0.0211,0.0211,0.0388888888888888,2.0,0.2702702702702703
8155,0.0,0.0,0.0,0.0057848484848484,0.01,1.0,0.21283783783783783
8156,0.0,0.0,0.0,0.0,0.0166666666666666,1.0,0.21283783783783783
8159,0.032,0.0,0.032,0.0145727272727272,0.0055555555555555,2.0,0.13626126126126126
8160,0.0,0.0,0.0,3.4799999999999997e-06,0.0177777777777777,1.0,0.33896396396396394
8170,0.0,0.0,0.0,0.0026827766666666,0.0177777777777777,1.0,0.3096846846846847
8191,0.0,0.0,0.0,0.0,0.02,2.0,0.31756756756756754
8192,0.0,0.0,0.0,0.0062349599999999,0.0366666666666666,2.0,0.40315315315315314
8193,0.0,0.0,0.0,0.0,0.0155555555555555,1.0,0.24662162162162163
8199,0.0215,0.0215,0.0,0.00041536,0.0078563411896745,3.0,
8201,0.0,0.0155921667953219,0.0,0.0001593333333333,0.0366666666666666,1.0,0.2195945945945946
8202,0.0,0.0472393927701655,0.0,0.0022146363636363,0.04,2.0,0.30180180180180183
8209,0.0,0.0,0.0,0.00408072,0.0211111111111111,1.0,0.2195945945945946
8311,0.0,0.0,0.0,0.0,0.0322222222222222,2.0,0.2927927927927928
8312,0.0,0.0,0.0,0.0,0.0211111111111111,1.0,
8321,0.0,0.0,0.0,9.31919191919192e-05,0.0177777777777777,1.0,0.12387387387387387
8322,0.0,0.0,0.0,2.0464646464646465e-05,0.0144444444444444,1.0,0.06531531531531531
8331,0.0,0.003484272347514,0.0,0.0,0.0122222222222222,1.0,0.13288288288288289
8332,0.0,0.0,0.0,0.00012044,0.0088888888888888,1.0,0.06756756756756757
8333,0.0,0.0,0.0,0.0,0.0277777777777777,1.0,0.01126126126126126
8340,0.0,0.0,0.0,1.218e-05,0.0122222222222222,1.0,0.09121621621621621
8411,0.0,0.0,0.0,0.000562,0.0655555555555555,2.0,
8412,0.0,0.0577325952151067,0.0,0.000562,0.0588888888888888,2.0,
8420,0.0,0.0,0.0,0.0,0.0244444444444444,2.0,
8431,0.0,0.0,0.0,0.0,0.0555555555555555,2.0,0.05292792792792793
8432,0.0,0.0,0.0,0.0,0.0566666666666666,2.0,0.05292792792792793
8440,0.0,0.0,0.0281,0.0147595959595959,0.03,1.0,0.3738738738738739
9100,0.0,0.0,0.0,0.0240393393939393,0.02,1.0,0.23423423423423423
9210,0.0,0.0,0.0,0.0,0.0078563411896745,1.0,0.23423423423423423
9221,0.0,0.0,0.0,0.0041022846464646,0.0144444444444444,1.0,0.3096846846846847
9222,0.0,0.0,0.0,0.0053599887878787,0.0022222222222222,1.0,0.02027027027027027
9223,0.0,0.0,0.0,3.406060606060606e-05,0.0022222222222222,1.0,0.09684684684684684
9229,0.0,0.0,0.0,0.00046,0.0066666666666666,1.0,0.16216216216216217
9310,0.0116,0.0116,0.0,0.000116,0.0033333333333333,2.0,0.34572072072072074
9320,0.0,0.0,0.0,0.0,0.0133333333333333,2.0,0.45495495495495497
9410,0.1758,0.1757999999999999,0.1758,0.17438486,0.0077777777777777,4.0,0.9740990990990991
9420,0.1758,0.1758,0.0,0.0616477266666666,0.0055555555555555,4.0,0.9740990990990991
9431,0.0748,0.0748,0.0412,0.04932283,0.0133333333333333,4.0,0.7297297297297297
9432,0.073,0.073,0.0,0.0188414242424242,0.0078563411896745,2.0,0.29504504504504503
9433,0.0412,0.0412,0.0,0.0049717042424242,0.0288888888888888,2.0,0.2725225225225225
9434,0.0,0.0918903434032153,0.0281,0.0240560316161616,0.05,2.0,0.23873873873873874
9441,0.0,0.0,0.0,0.0007105046464646,0.0011111111111111,1.0,0.10472972972972973
9442,0.0,0.0,0.0,0.018437202020202,0.01,1.0,0.10472972972972973
9443,0.0,0.0,0.0,0.0,0.0011111111111111,1.0,0.16216216216216217
9490,0.0,0.0,0.0,0.014714851647791,0.0322222222222222,2.0,0.22297297297297297
9511,0.0203,0.0203,0.0203,0.0203,0.0055555555555555,1.0,0.037162162162162164
9512,0.0203,0.0203,0.0203,0.0196909999999999,0.0078563411896745,1.0,0.037162162162162164
9520,0.0,0.0,0.0,0.0,0.0133333333333333,2.0,0.17905405405405406
9530,0.0,0.0,0.0203,0.0144129999999999,0.0111111111111111,2.0,0.17905405405405406
9541,0.0,0.0,0.0,0.00406,0.0078563411896745,2.0,0.17905405405405406
9542,0.0,0.0,0.0,0.000203,0.0077777777777777,2.0,0.17905405405405406
9543,0.0,0.0,0.0,0.0008468,0.0111111111111111,1.0,0.25675675675675674
9601,0.0281,0.0281,0.0,0.012645,0.0122222222222222,1.0,0.04842342342342342
9602,0.0281,0.0281,0.0281,0.0278387474747474,0.0066666666666666,1.0,0.04842342342342342
9603,0.0,0.0,0.0,0.0010310712121212,0.0033333333333333,1.0,0.013513513513513514
9700,0.0,0.0,0.0393,0.03618351,0.0088888888888888,1.0,0.24662162162162163
9811,0.0,0.0,0.0,0.0,0.0144444444444444,1.0,0.024774774774774775
9812,0.0,0.0,0.0,0.0003933434343434,0.0122222222222222,1.0,0.3536036036036036
9820,0.0,0.0,0.0,0.108836975818794,0.0222222222222222,2.0,
